"id";"recipe_name";"recipe_url";"recipe_image";"ingredients";"raw_ingredients";"instructions";"createdAt"
"23";"Peanut Butter Sriracha Cookies";"http://www.foodista.com/recipe/YGQH8YZV/peanut-butter-sriracha-cookies";"https://spoonacular.com/recipeImages/Peanut-Butter-Sriracha-Cookies-655335.jpg";"1 teaspoon Baking Powder,1½ teaspoons baking soda,1 cup Brown Sugar (packed),¼ c Sriracha Hot Chili Sauce,1½ cups Crunchy Peanut Butter,2 Eggs,2¾ to 3 cups All-Purpose Flour,Granulated sugar,½ teaspoon Salt,1 cup Sugar,1 cup Unsalted Butter (softened),1 tsp Vanilla extract";"baking powder,baking soda,brown sugar,chili sauce,crunchy peanut butter,eggs,flour,granulated sugar,salt,sugar,unsalted butter,vanilla extract";"<ol><li>Cream together butter, peanut butter and sugars.</li><li>Slowly add in sriracha, eggs and vanilla. Beat until combined.</li><li>In another bowl mix together flour, baking powder, baking soda and salt.</li><li>Gently mix flour into peanut butter mixture until well combined. Place batter into refrigerator for 1 hour to chill.</li><li>Pre-heat oven to 375 degrees.</li><li>Roll dough into approx 1 sized balls or use a Medium sized cookie scoop/Size 40  1tbs portion. Dip the top of dough ball into granulated sugar and place onto cookie sheet.</li><li>Flatten each ball with a fork, making a criss-cross pattern. Bake for 8-10 minutes or just until the cookies begin to brown. Do NOT over-bake!</li><li>Cool on wire racks and enjoy!</li></ol>";"2016-12-20 11:01:07"
"24";"Crispy Pineapple Fritters";"http://www.foodista.com/recipe/55RR2VX3/crispy-pineapple-fritters";"https://spoonacular.com/recipeImages/Crispy-Pineapple-Fritters-640827.jpg";"1 teaspoon baking powder,Vegetable or canola oil for shallow frying,2 teaspoons cornstarch,1 egg,1/4 cup all-purpose flour,1/2 cup milk,3 cups panko breadcrumbs,1 20 oz can pineapple rings (contains about 10 rings),1/2 teaspoon salt";"baking powder,canola oil,cornstarch,egg,flour,milk,panko breadcrumbs,pineapple rings,salt";"<ol><li>Prepare the batter by combining the flour, cornstarch, baking powder, salt, egg and milk in a shallow dish and whisk with a fork to make a pancake-like batter.</li><li>Place the panko crumbs in another shallow dish.</li><li>Place about an inch of oil in a large skillet and preheat the oil over medium-high heat.</li><li>Pat the pineapple rings as dry as possible between sheets of paper towels. Slide each ring into the batter, tapping off any excess batter. Coat well in the crumbs. Immediately fry in the hot oil until golden brown on both sides.</li><li>Serve hot, warm or at room temperature.  Great just as is or optional garnishes can include powdered sugar, cinnamon sugar, ice cream, or whipped cream.</li></ol>";"2016-12-20 11:01:07"
"25";"Crunchy Brussels Sprouts Side Dish";"http://www.foodista.com/recipe/LKJMG5RP/crunchy-brussels-sprouts";"https://spoonacular.com/recipeImages/Crunchy-Brussels-sprouts-640941.jpg";"¼ tsp black pepper,800 g Brussels sprouts, trimmed (or 1 kg untrimmed),3 tablespoons Dijon mustard,½ tsp of honey,3 tbs olive oil,2 tbs red wine vinegar,¼ cup walnuts, toasted, coarsely chopped";"black pepper,brussels sprouts,dijon mustard,honey,olive oil,red wine vinegar,walnuts";"<ol><li>Blanch the Brussels sprouts in boiling water for 6-8 minutes or in a microwave oven in a little water for about 4 minutes. Drain.</li><li>Saute the Brussels sprouts, stirring constantly, until they become golden-brown in color.</li><li>Meanwhile mix the vinegar, mustard, honey and olive oil.</li><li>Add walnuts to the sprouts, stir and combine.  Pour the vinegar dressing over the sprouts, season with pepper. Mix and combine so that each sprout is covered with the dressing.</li><li>Serve warm or cold as a side dish.</li></ol>";"2016-12-20 11:01:07"
"26";"Tomato and lentil soup";"http://www.foodista.com/recipe/5V4PTMT2/tomato-and-lentil-soup";"https://spoonacular.com/recipeImages/Tomato-and-lentil-soup-663559.jpg";"1 bay leaf,480g canned chopped tomatoes,3 carrots cut into cubes,2 cloves garlic, minced,250 g lentils,4 tablespoons olive oil,1 large onion, chopped,1 bunch chopped parsley,2 teaspoons salt,1.3 l water";"bay leaf,canned tomatoes,carrots,garlic,lentils,olive oil,onion,parsley,salt,water";"<ol><li>Saut onion and garlic in olive oil for 5 minutes.</li><li>Add the carrot, saut for another 2 minutes.</li><li>Add tomatoes, bay leaf and water, stir and bring to the boil.</li><li>Stir in lentils, season with salt and cook for 5 minutes.</li><li>Before serving sprinkle with chopped parsley.</li></ol>";"2016-12-20 11:01:07"
"27";"Brussel Sprouts in Bacon and Garlic Sauce";"http://www.foodista.com/recipe/HLHQZVB7/brussel-sprouts-in-bacon-and-garlic-sauce";"https://spoonacular.com/recipeImages/Brussel-Sprouts-in-Bacon-and-Garlic-Sauce-636359.jpg";"1 tablespoon bacon bits,250g whole brussel sprouts,1 tablespoon minced garlic,1 teaspoon lemon juice,1/2 teaspoon Salt, Chilli, Turmeric: or to taste,Salt and pepper to taste,1 tablespoon salted butter,4 tablespoons Water";"bacon bits,brussel sprouts,garlic,lemon juice,salt,salt and pepper,salted butter,water";"<ol><li>Wash 250g of brussel sprouts. Remove any old hard out leaves.</li><li>Bring 4 cups of water to the boil and add 1/2 teaspoon of salt.</li><li>Add the brussel sprouts to the boiling water and leave to boil at medium heat for 4 minutes or until sprouts are tender but still crunchy.</li><li>Drain the brussel sprouts.</li><li>Return the saucepan to the hot stove and add 1 tablespoon of butter.</li><li>While the butter is melting, cut the brussel sprouts in half.</li><li>Add 1 tablespoon of minced garlic to the melted butter. Saut for a few seconds till garlic is fragrant but not brown.</li><li>Return the cut brussel sprouts to the saucepan. Toss the brussel sprouts lightly in the garlic-butter sauce.</li><li>Add 1 tablespoon of bacon bits. I keep a jar of ready to use bacon bits in the fridge at all times for this dish (and for my Mushroom Delight dish). You can also use freshly pan fried and crumbled bacon, but I like to cook this fast.</li><li>Season to taste with salt and pepper. I always use Masterfoods Garlic Pepper to season my dishes. A few shakes of this and its done.</li><li>Add a squeeze of fresh lemon juice (about 1 teaspoon).</li><li>Toss everything together. Serve with some fresh lemons on the side for extra tangy flavour, if preferred. You can also garnish with some toasted almond flakes.</li></ol>";"2016-12-20 11:01:07"
"28";"White Chocolate Cheesecake With Raspberries";"http://www.foodista.com/recipe/3VJQ5HQW/white-chocolate-cheesecake-with-raspberries";"https://spoonacular.com/recipeImages/White-Chocolate-Cheesecake-With-Raspberries-665172.jpg";"cup melted butter,3 ounces eight packages ounces cream cheese,2 Eggs,cups graham wafer crumbs,2 pints fresh raspberries,1/2 cup sugar,1/2 teaspoon of Vanilla Extract,1 cup whipping cream,cup whipping cream,1/2 package of White Chocolate Chips";"butter,cream cheese,eggs,graham cracker crumbs,raspberries,sugar,vanilla extract,whipping cream,whipping cream,white chocolate chips";"<ol><li>In a small bowl, combine:</li><li>Cups graham wafer crumbs</li><li>Tbsp sugar</li><li>Cup melted butter</li><li>Press into the bottom of a lightly greased springform pan. (Grease bottom only!)</li><li>Over low heat in a small saucepan, heat to scalding</li><li>Cup whipping cream</li><li>Stir in until completely melted:</li><li>Cup good quality white chocolate chips</li><li>Set aside to cool slightly while you prepare the rest of the cheesecake batter.</li><li>Cream together:</li><li>Eight ounce packages ounces cream cheese</li><li>Cup sugar</li><li>Add, one at a time</li><li>Eggs</li><li>Beating well after each addition. Add</li><li>Tsp vanilla extract</li><li>Melted white chocolate</li><li>Finally blend in</li><li>Cup whipping cream</li></ol>";"2016-12-20 11:01:07"
"29";"Jade Buddha Salmon Tartare";"http://www.foodista.com/recipe/7J3VXBX3/jade-buddha-salmon-tartare";"https://spoonacular.com/recipeImages/Jade-Buddha-Salmon-Tartare-648320.jpg";"1 tablespoon chopped chives,1 tablespoon cilantro,2 teaspoons grated ginger,2 tablespoons chopped green onion,habanero sauce and minced green chile,good tablespoon of lime juice,zest of 1 lime,olive oil to coat,1 teaspoon champagne or rice vinegar,12 ounces salmon, finely diced,salt and pepper,1 tablespoon thai basil";"chives,cilantro,ginger,green onion,habanero chile,lime juice,lime zest,olive oil,rice vinegar,salmon,salt and pepper,thai basil";"<ol><li>Combine all ingredients except lime juice and vinegar.</li><li>Chill for 30 minutes.</li><li>Add lime juice and vinegar, adjust to perfect, and serve.</li></ol>";"2016-12-20 11:01:07"
"30";"Couscous with olives";"http://www.foodista.com/recipe/XWRWVQYR/couscous-with-olives";"https://spoonacular.com/recipeImages/Couscous-with-olives-640238.jpg";"¼ cup pitted black olives, sliced,¼ tsp black pepper,8 cherry tomatoes, halved,2 tbs fresh coriander and chives, chopped,1 1/2 cups couscous,1 teaspoon Olive oil,¼ cup pine nuts, toasted,200ml hot vegetable stock";"black olives,black pepper,cherry tomatoes,chives,couscous,olive oil,pine nuts,vegetable stock";"<ol><li>Place the couscous grains into a bowl and pour over the hot chicken stock. Cover the bowl and leave couscous to soak the stock for 15 minutes or until tender.</li><li>Meanwhile, toast the pine nuts in a dry frying pan for 3 minutes, shaking the pan from time to time. Set aside.</li><li>Run a fork through the couscous to break up the grains and add olive oil, black olives, tomatoes, toasted pine nuts and herbs. Combine.</li><li>Season with  pepper and serve warm.</li></ol>";"2016-12-20 11:01:07"
"31";"BBQ Beef Brisket";"http://www.foodista.com/recipe/T3NNZRNQ/bbq-beef-brisket";"https://spoonacular.com/recipeImages/BBQ-Beef-Brisket-634486.jpg";"1 1/2 cups smokey barbecue sauce,1 brisket, 5 lbs., first cut,3 tablespoons brown sugar,1/4 tsp cayenne pepper (use 1/2 tsp for more heat),1/2 tbsp cornstarch,1/2 tsp cumin,4 ounces garlic powder,2 tbs. oil for searing,4 ounces onion powder,Salt and pepper,1/2 tsp smoked paprika (optional)";"barbecue sauce,beef brisket,brown sugar,cayenne pepper,cornstarch,cumin,garlic powder,oil,onion powder,salt and pepper,smoked paprika";"<ol><li>Trim any large, thick pieces of fat from the brisket (dont remove all of the fat because it keeps the meat moist during cooking and adds flavor)</li><li>Sprinkle brisket with salt and pepper.</li><li>Mix the onion powder, garlic powder, smoked paprika, cumin, and cayenne pepper together in a small bowl.</li><li>Dry rub both sides of the brisket with the seasoning mixture.</li><li>Heat oil in a pan over medium-high heat and sear the meat on both sides.</li><li>Remove from the heat and set aside.</li><li>Stir together the honey barbecue sauce and brown sugar.</li><li>Pour half of the sauce into the bottom of your slow cooker.</li><li>Place the brisket, fatty side up, into the slow cooker.</li><li>Cover the top o the brisket with the remaining sauce.</li><li>Cover the slow cooker and set heat to low for 9 hours, or until fork tender.</li><li>When the brisket is cooked, remove it carefully from the slow cooker and place it on a cutting board.</li><li>Pour the sauce from the slow cooker into a saucepan and let it cool.</li><li>Skim the fat that has risen to the top of the sauce in the large bowl.</li><li>It will appear lighter in color than the sauce, like droplets of oil on the surface. Skim as much fat as you can.</li><li>In a small bowl, stir together cornstarch and 1 tbs. of water till completely smooth.</li><li>Pour the cornstarch mixture into the bowl of sauce and stir to combine.</li><li>Reduce the sauce quickly in a saucepan on the stovetop by simmering it to 10 minutes.</li><li>Pour the sauce over the brisket and serve.</li><li>The leftovers make great BBQ sandwiches.</li><li>If you like crockpot food, be sure to check out some of my favorite recipes at www.mealdiva.com</li></ol>";"2016-12-20 11:01:07"
"32";"Healthy Vegan Red Velvet Brownies";"http://www.foodista.com/recipe/YGBD7J2L/healthy-vegan-red-velvet-brownies";"https://spoonacular.com/recipeImages/Healthy-Vegan-Red-Velvet-Brownies-646524.jpg";"1/2 tsp almond extract,4 tablespoons apple sauce,3/4 tsp baking powder,1/8 tsp baking soda,1/2 cup cooked beets,3/4 cup brown sugar,1/2 cup cocoa powder,1/2 cup ground flaxseed,1 cup red kidney beans,1/8 tsp salt,1 tsp vanilla extract";"almond extract,apple sauce,baking powder,baking soda,beets,brown sugar,cocoa powder,ground flaxseed,red kidney beans,salt,vanilla extract";"<ol><li>Preheat oven to 350 F.</li><li>Spray an 8x8 inch pan with cooking spray. Set aside.</li><li>In a food processor, puree kidney beans and beets. Transfer to a large bowl.</li><li>Add remaining ingredients and mix by hand until smooth and fully combined.</li><li>Fold batter into the greased pan.</li><li>Bake for 35-40 minutes, turning the pan halfway through.</li><li>When the brownies are done, test them with a toothpick. You want some batter to cling to the toothpick. Do not over bake.</li><li>Let cool completely. Refrigerate for one hour.</li><li>Cut into squares or use cookie cutters to make heart shapes.</li></ol>";"2016-12-20 11:01:07"
"33";"Bittersweet Chocolate Ice Cream";"http://www.foodista.com/recipe/664J877G/bittersweet-chocolate-ice-cream";"https://spoonacular.com/recipeImages/Bittersweet-Chocolate-Ice-Cream-635040.jpg";"2 cups HALF& HALF,1 cup Heavy Whipping Cream,1/4 teaspoon Instant Coffee- try Starbuck's Via,2 teaspoons vanilla extract";"half n half,heavy whipping cream,instant coffee,vanilla extract";"<ol><li>Prep your ice cream maker according to the manufacturers directions.</li><li>In a medium sauce pan, heat the half & half until warm- not hot.</li><li>In a bowl, whisk the egg yolks until blended.</li><li>Add the sugar and about 1/2 of the warm half and half. Stir to combine well and add the mixture back to the saucepan. Whisking briskly while combining.</li><li>Cook over medium heat until the mixture coats the back of a silicone spatula (about 10-12 minutes). Remove from heat and add the chocolate and coffee, stir to melt and combine thoroughly.</li><li>Place the pan with the custard in an ice bath to cool, stirring occasionally, until it reaches room temperature.Add the whipping cream and vanilla</li><li>Pour into another container and chill until cold -several hours-or you are ready pour into the ice cream maker.</li><li>Freeze in the ice cream maker according to the manufacturers directions. Makes about a quart.</li></ol>";"2016-12-20 11:01:07"
"34";"Authentic Biscochitos";"http://www.foodista.com/recipe/DRZDGXTQ/authentic-biscochitos";"https://spoonacular.com/recipeImages/Authentic-Biscochitos-633067.jpg";"3 cups all purpose flour,1 teaspoon baking powder,1/4 cup brandy or rum (I used dark rum),1/4 teaspoon cinnamon,1 egg,1 cup lard,1 teaspoon salt,1 teaspoon anise seeds,1/2 cup sugar,2 teaspoons vanilla extract";"all purpose flour,baking powder,brandy,cinnamon,egg,lard,salt,anise,sugar,vanilla extract";"<ol><li>In stand mixer, cream together lard and sugar on medium speed until fluffy. With mixer running on low, add egg, vanilla extract, brandy, and anise seeds and mix until homogeneous. Add flour, salt, and baking powder and mix just until dough forms into cohesive ball.</li><li>Form dough into two cylinders about 1 1/2 to 2 inches in diameter. Chill for 2 hours or wrap tightly in plastic wrap and store in refrigerator for up to 3 days. For longer storage, freeze logs tightly wrapped for several months. Defrost in refrigerator for 1 day before using.</li><li>Adjust oven rack to middle position and preheat oven to 350F. Combine sugar and cinnamon in small bowl and set aside. Cut cylinders into 1/4 inch disks and on ungreased cookie sheets leaving 1/2-inch gap between cookies. Bake until golden brown, about 12 minutes.</li><li>Dip rim of each cookie into cinnamon sugar mixture. Let cool on racks and store at room temperature in air-tight container for up to 5 days.</li></ol>";"2016-12-20 11:01:07"
"35";"Watermelon Mocktail Drink";"http://www.afrolems.com/2014/05/14/watermelon-mocktail-drink-recipe/";"https://spoonacular.com/recipeImages/watermelon-mocktail-drink-716380.jpg";"2 teaspoons Angostura bitters (or alomo bitters),2 teaspoons of grenadine (black currant),Ice cubes,2 lemon slices,Sprinkles or sugar for garnishing the glass,1/2 teaspoon of sugar for syrup,120 ml of water (1/2 cup),6 Medium chunks of watermelon";"angostura bitters,grenadine,ice cubes,lemon,sprinkles,sugar,water,watermelon";"With 1/4 cup (60 ml) of water, blend the watermelon chunks and sieve for the juice. You can also use a juicer and avoid using extra water.In a separate cup, mix the rest of the water and the 1/2 teaspoon of sugar to form a syrup. You could use warm water so the sugar dissolves better.Pour the sugar mix into the watermelon juice, add the angostura bitters and grenadine.Use one of the lemon slices to rub around the tip of the glass and rub the glass in the sprinkles or sugar for garnishing.Pour some ice cubes in your glass and pour in the watermelon juice and serve cold. Garnish with more lemon slices or any other fruit of your choice.        ";"2016-12-20 11:01:07"
"36";"Lemon Scented Polenta Pancakes with Blueberry Thyme Syrup";"http://www.foodista.com/recipe/2W6B6BRZ/lemon-scented-polenta-pancakes-with-blueberry-thyme-syrup";"https://spoonacular.com/recipeImages/Lemon-Scented-Polenta-Pancakes-with-Blueberry-Thyme-Syrup-649777.jpg";"1 cup all purpose flour,1 teaspoon baking powder,2 cups blueberries, fresh or frozen,1 cup butter or margarine,1/2 cup cornmeal,1 egg,3 sprigs fresh thyme,1 1/2 tablespoons Honey,zest of 1 lemon,1 cup maple syrup,1 1/4 cups milk,1/4 teaspoon salt,1 teaspoon vanilla extract,12 cups Water";"all purpose flour,baking powder,blueberries,butter,cornmeal,egg,fresh thyme,honey,lemon zest,maple syrup,milk,salt,vanilla extract,water";"<ol><li>Put the syrup, blueberries, and thyme springs, if using, into a small saucepan and bring to a boil. Reduce heat and simmer while you make the pancakes. Remove the thyme sprigs just before serving.</li><li>In a medium saucepan, combine the cornmeal and cold water. Bring to a boil, whisking constantly. Simmer over medium heat until thickened, about 4 to 5 minutes.</li><li>In a small bowl, beat together milk, egg, honey, and vanilla. Add to the polenta (boiled cornmeal).</li><li>In a large bowl, whisk together flour, baking powder, salt, and lemon zest. Make a well in the center and stir in the polenta custard.</li><li>Heat a large griddle and brush it with butter.</li><li>Ladle enough batter onto the griddle for 4-inch cakes. If the batter is too thick to spread on its own, add a bit more milk. Cook the pancakes over moderate heat until bubbles appear on the surface and the top of the pancake looks dry. Flip the pancakes and cook until puffy and browned on the bottom, about 2 minutes.</li><li>Transfer to warm plates and repeat with remaining batter. Serve with warm blueberry syrup.</li></ol>";"2016-12-20 11:01:07"
"37";"Decadent Black Forest Cake";"http://www.foodista.com/recipe/Z8HWXGR7/decadent-black-forest-cake";"https://spoonacular.com/recipeImages/Decadent-Black-Forest-Cake-641308.jpg";"1/2 teaspoon almond extract,½ teaspoon almond extract,1 can cherry pie filling,1 8 oz package cream cheese, softened,1 box devil's food cake mix,2 1/2 cups powdered sugar,¼ cup sugar,¼ cup water,1 1/2 cups whipping cream";"almond extract,almond extract,cherry pie filling,cream cheese,devil's food cake mix,powdered sugar,sugar,water,whipping cream";"<ol><li>Prepare the cake per box directions. Cool 15 minutes and remove from pan and place on a cooling rack. Allow to cool completely.</li><li>Prepare the simple syrup glaze by placing all of the ingredients in a small pot and bringing to a boil. Boil about 3 minutes and remove from heat. Set aside to cool.</li><li>Prepare frosting by beating the softened cream cheese in a medium bowl until creamy and lump free. Add half the whipping cream and beat on low about 30 seconds.</li><li>Add half the powdered sugar and beat until all the sugar is mixed in.</li><li>Add remaining whipping cream and beat until creamy.</li><li>Add the last of the powdered sugar and beat well, about 2 minutes. Add almond extract and beat for about 30 seconds.</li><li>Turn the mixer on high and beat until light and fluffy, about 2 minutes.</li><li>Assemble the cake</li><li>Trim any uneven parts off the top of your first layer by sawing a serrated knife along the top until the top is level.</li><li>Place on a cake stand or plate. Using a pastry brush, brush the top of the cake with an even layer of the simple syrup.  Trim the second layer of cake and place on a cooling rack. Brush with simple syrup and set aside. Discard any left over syrup.</li><li>Allow syrup to soak into the cake layers for about 5 or 10 minutes.</li><li>Spread about a cup of frosting over the top of the first cake layer to about a  inch from the edge. Spread a layer of cherry pie filling over the frosting to about an  inch from the edge of the frosting.</li><li>Carefully place the second layer of cake on top of the first layer being careful not to put too much pressure on the filling. You dont want the filling to start to ooze out from the sides of the cake.</li><li>Take about 1 cup of frosting out of the bowl and put it into a smaller bowl. This is to prevent the chocolate crumbs from the cake to get into the bowl of frosting.</li><li>You dont want flecks of cake in your white frosting.</li><li>Spread a thin but even layer of frosting on the sides of the cake. Be sure to fill the space between both cake layers with frosting. This will trap the filling between both cake layers.</li><li>Frost the top of the cake with a thin layer of frosting.</li><li>Chill for about an hour to set the frosting.</li><li>Remove the cake from the refrigerator and spread the remaining frosting over the sides and top.</li><li>Form an edge in the frosting on the top of the cake by pushing down into the frosting and building up a ledge of frosting with a small spatula along the edge of the cake.</li><li>You may have to even out the frosting in the center by removing a thin layer  of frosting until the edges are higher then the center of the cake.</li><li>Add cherry pie filling to the top filling in the center of the frosting.</li><li>Chill before serving.</li></ol>";"2016-12-20 11:01:07"
"38";"Mexican Casserole";"http://www.pinkwhen.com/mexican-casserole/";"https://spoonacular.com/recipeImages/mexican-casserole-715438.jpg";"4 boneless chicken breasts,1 (10oz) cream of chicken soup,1 (10oz) cream of mushroom soup,2 cups shredded Monterrey Jack,1 onion, finely chopped,1 cup uncooked rice,1 cup salsa,2 cups shredded Cheddar Cheese";"chicken breasts,cream of chicken soup,cream of mushroom soup,colby jack,onion,rice,salsa,shredded cheddar cheese";"Take a large pot and ring water to a boil. When finished, place you chicken breasts in to boil for 20 minutes or until cooked. Take a smaller pan and cook rice as directed. Allow both rice and chicken time to cool when once fully cooked. Heat over to 350 degrees. Take cooled chicken breasts and shred, or cut into bite size pieces. Add into a large mixing bowl. Stir in cooked rice, 2 cups of Monterrey Jack cheese, and 1 cup of Cheddar. Stir in both soups, chopped onion, and salsa.Take a 9 x 13 baking dish and coat with non stick spray. Place mixture into the 9 x 13 dish and cover with the remaining cup of cheddar cheese. Bake for 40 minutes. Allow to cool before serving.";"2016-12-20 11:01:07"
"39";"Chocolate nut spread";"http://www.foodista.com/recipe/5LCS4346/chocolate-nut-spread";"https://spoonacular.com/recipeImages/Chocolate-nut-spread-639116.jpg";"1/2 cup of almond milk,1 cup almonds,1/2 cup chocolate chips,2 Tablespoons coconut oil,1 cup hazelnuts,1 cup Medjool dates,1/4 cup unsweetened cocoa powder,1/2 cup walnuts,5 tbsp of water";"almond milk,almonds,chocolate chips,coconut oil,hazelnuts,medjool dates,unsweetened cocoa powder,walnuts,water";"<ol><li>Preheat your oven at 350.</li><li>On a cookie sheet, spread the hazelnuts, the almonds, the walnuts and put them in the oven for 10-12 minutes.</li><li>In the meantime, cook your dates with the water for 5 minutes in a small pot.</li><li>When its all in puree, melt in your chocolate chunks, the coconut oil and stir in the cocoa powder.</li><li>When your nuts are roasted, put them in the food processor and mix until you see it starts to turn into butter, about 3-4 minutes. I find its faster when the nuts are still hot compared to cold ones.</li><li>Add in the chocolate and continue mixing until its a paste. Put in the almond milk and you will get a nice smooth texture, really spreadable.</li></ol>";"2016-12-20 11:01:07"
"40";"Roasted Brussels Sprouts With Red Onions and Pancetta";"http://www.foodista.com/recipe/CBL5V4PT/roasted-brussel-sprouts-with-red-onions-and-pancetta";"https://spoonacular.com/recipeImages/Roasted-Brussels-Sprouts-With-Red-Onions-and-Pancetta-658517.jpg";"1 slice of bread,1 1/2 pounds Brussels sprouts, cleaned and halved,1 clove of garlic chopped,4 Tbs. Olive Oil,5 1/2 red onion, sliced,8 slices Pancetta";"bread,brussels sprouts,garlic,olive oil,onion,pancetta";"<ol><li>In a large plastic zippered bag, toss the Brussels sprouts, 3 pressed garlic cloves and 2 tablespoons Olive Oil.</li><li>Empty the contents into a ovenproof dish and roast at 350 degrees for 40 minutes.</li><li>While the Brussels sprouts are roasting, in a pan heat 1/4 cup olive oil.  When the olive oil is heated through, saute a slice of bread until browned on both sides.  Set aside.</li><li>When the Brussels sprouts have finished roasting... In the same pan that you sauteed the bread, add the onion and saute for about 3 minutes.  Do not let them get fully tender.  Add the pancetta and heat through for an additional minute.</li><li>Add the Brussels sprouts and heat through for an additional 3 minutes.  Remove from heat.</li><li>In a food processor, blend the bread and 1 - 2 cloves of garlic.</li><li>Sprinkle on top of the Brussels sprouts mixture and finish by a last drizzle of Olive Oil!</li></ol>";"2016-12-20 11:01:07"
"41";"Sex in a glass";"http://www.foodista.com/recipe/3BZLKWW2/sex-in-a-glass";"https://spoonacular.com/recipeImages/Sex-in-a-glass-659782.jpg";"caramel dessert topping,2 cups cream,1 cup melted (room temperature) dulce de leche ice cream,3 tablespoons instant espresso,1 cup sugar,1 tablespoon sugar,1/4 cup water,3 cups boiling water";"caramel topping,cream,ice cream,instant espresso,sugar,sugar,water,water";"<ol><li>To make the espresso bring water to a boil and then pour it over the espresso. Set aside to cool. When cooled add the melted ice cream</li><li>For the caramel-cream: Place 1 cup sugar and water in a 2 quart pot with a glass lid. Cover and bring to a boil over medium-high heat. Do not remove lid or stir the sugar mixture or it will begin to crystallize. The glass lid is a convenient way of watching the sugar so you know when it changes color as well as keeping the steam inside and preventing crystallization.</li><li>When the sugar begins to look caramelized watch it carefully and remove from heat when it reaches deep amber color. Be very careful as the sugar is extremely hot and also watch that it doesn't burn. It can go from amber to burnt very quickly.</li><li>Immediately off the heat pour the one cup cream into the caramel. The caramel will stiffen, sizzle and splatter so be careful. Return to a medium heat and cook until the caramel melts together with the cream.</li><li>Pour the caramel cream into the coffee and refrigerate until cold.</li><li>To assemble, fill a glass with ice, scoop two ice cream scoops into each glass.</li><li>Pour the iced espresso cream over and top with sweetened whipped cream (the other cup of cream whipped with 1 tablespoon sugar).</li><li>Garnish with caramel syrup and serve chilled.</li></ol>";"2016-12-20 11:01:07"
"42";"Sausage & Pepperoni Stromboli";"http://asouthern-soul.blogspot.com/2014/11/sausage-pepperoni-stromboli.html";"https://spoonacular.com/recipeImages/sausage-pepperoni-stromboli-776505.jpg";"1 egg,1 lb Italian sausage,1 cup shredded Parmesan cheese,1 package sliced pepperoni,1 ball or roll of pizza dough (homemade is great but I used store-bought),2 cups pizza sauce,1 cup shredded mozzarella cheese";"egg,italian sausage,parmesan cheese,pepperoni,pizza dough,pizza sauce,shredded mozzarella cheese";"<p>Cook Italian sausage in a medium skillet until browned. Drain on paper towels and crumble into small pieces.</p><p>Heat oven to 450 degrees.</p><p>Place parchment paper on a baking pan and lightly flour. Roll dough out to form a large rectangle.</p><p>Brush a thin layer of pizza sauce on dough. Layer on crumbled sausage then mozzarella cheese.</p><p>Place pepperoni slices on top of cheese then sprinkle with 3/4 cup Parmesan cheese.</p><p>Gently roll in short sides of dough to form a seal around filling.</p><p>Starting on long side of dough, carefully roll into one third of Stromboli. Using parchment, roll dough again until reaching opposite end. Pinch together and place seam side down.</p><p>Mix egg with 1 tablespoon of water. Brush egg mixture over Stromboli and sprinkle with remaining 1/4 Parmesan cheese.</p><p>Place in oven and IMMEDIATELY TURN OVEN DOWN to 350 degrees.</p><p>Bake for approximately 18 minutes. Remove from oven and let rest for 10 minutes. </p><p>Test center of turnover. If dough is not completely cooked, slice Stromboli in half and bake for additional 5-8 minutes.</p><p>Serve with warm pizza sauce</p>";"2016-12-20 11:01:07"
